id,label,left_title,left_authors,left_venue,left_year,left_vldb,right_title,right_authors,right_venue,right_year,right_vldb
3745,0,banks : browsing and keyword searching in relational databases,"arvind hulgeri, gaurav bhalotia, soumen chakrabarti, parag, s. sudarshan, charuta nakhe, b. aditya",VLDB,2002,,java and relational databases (tutorial) : sql international conference on management of data,"gray clossman, phil shaw, mark hapner, johannes klein, richard pledereder, brian becker",VAL -,1998,
3746,0,temporal conditions and integrity constraints in active database systems,VAL -,SIGMOD Conference,VAL -,VAL -,the role of integrity constraints in database interoperation,"mark w. w. vermeer, peter m. g. apers",VLDB,1996,VLDB
3747,0,database systems management and oracle8 c. gregory doherty,VAL -,SIGMOD Conference,1998,,mpeg-7 and multimedia database systems harald kosch,VAL -,VAL -,VAL -,
3748,0,query execution techniques for caching expensive methods,VAL -,SIGMOD Conference,VAL -,,query processing techniques for multiversion access methods,VAL -,VLDB,VAL -,
3749,0,a logical foundation for deductive object-oriented databases,VAL -,VAL -,VAL -,,evaluating functional joins along nested reference sets in object-relational and object-oriented databases,VAL -,VLDB,1998,
3750,0,xquery formal semantics : state and challenges peter fankhauser,VAL -,SIGMOD Conference,2001,,formal semantics and analysis of object queries g. m. bierman,VAL -,international conference on management of data,2003,
3751,1,report on the fourth international conference on flexible query answering systems,"gabriella pasi, amihai motro, patrick bosc",ACM SIGMOD Record,2001,VAL -,report on the fourth international conference on flexible query answering systems (f qas 2000) acm sigmod record,"patrick bosc, amihai motro, gabriella pasi",ACM SIGMOD Record,2001,VAL -
3752,1,"exploiting main memory dbms features to improve real-time concurrency control protocols özgür ulusoy , alejandro p. buchmann",VAL -,SIGMOD Conference,1996,VAL -,exploiting main memory dbms features to improve real-time concurrency control protocols,"Özgür Ulusoy, Alejandro Buchmann",ACM SIGMOD Record,1996,VAL -
3753,1,standards for databases on the grid sigmod record,"andrew eisenberg, jim melton, susan malaika",VAL -,2003,,standards for databases on the grid,"susan malaika, andrew eisenberg, jim melton",ACM SIGMOD Record,2003,
3754,1,a new sql-like operator for mining association rules 1996,"giuseppe psaila, stefano ceri, rosa meo",VLDB,VAL -,,a new sql-like operator for mining association rules very large data bases,"rosa meo, giuseppe psaila, stefano ceri",VLDB,1996,
3755,0,querying xml views of relational data,VAL -,VAL -,VAL -,VLDB,exchanging intensional xml data,VAL -,SIGMOD Conference,2003,VAL -
3756,0,qursed : querying and reporting semistructured data,VAL -,SIGMOD Conference,2002,,semistructured and structured data in the web : going back and forth,"paolo atzeni, giansalvatore mecca, paolo merialdo",ACM SIGMOD Record,1997,
3757,0,continuous queries over data streams sigmod record,"jennifer widom, shivnath babu",SIGMOD Conference,2001,VAL -,processing complex aggregate queries over data streams,VAL -,International Conference on Management of Data,2002,VAL -
3758,0,issues in data stream management sigmod record,"lukasz golab, m. tamer özsu",VAL -,2003,,"issues in network management in the next millennium michael l. brodie , surajit chaudhuri",VAL -,VAL -,VAL -,
3759,0,"a multi-paradigm querying approach for a generic multimedia database management system ji-rong wen , qing li , wei-ying ma , hongjiang zhang",VAL -,SIGMOD Conference,2003,VAL -,a query language for a web-site management system,"mary fernandez , daniela florescu , alon levy , dan suciu",ACM SIGMOD Record,VAL -,VAL -
3760,0,database management systems and the internet,VAL -,VAL -,1996,VLDB,on supporting containment queries in relational database management systems,VAL -,SIGMOD Conference,2001,VAL -
3761,0,object normal forms and dependency constraints for object-oriented schemata acm trans . database syst .,"zahir tari, stefano spaccapietra, john stokes",VAL -,VAL -,,the ccube constraint object-oriented database system,VAL -,SIGMOD Conference,VAL -,
3762,0,oracle xml db repository,viswanathan krishnamurthy,SIGMOD Conference,2003,VAL -,"views in a large scale xml repository sophie cluet , pierangelo veltri , dan vodislav",VAL -,VLDB,VAL -,VLDB
3763,0,query processing and optimization in oracle rdb,"gennady antoshenkov, mohamed ziauddin",VLDB Journal,1996,,query optimization in the presence of limited access patterns international conference on management of data 1999,"daniela florescu, alon levy, ioana manolescu, dan suciu",VAL -,VAL -,
3764,0,managing intervals efficiently in object-relational databases,"thomas seidl, marco pötke, hans-peter kriegel",VAL -,VAL -,,converting relational to object-oriented databases,joseph fong,ACM SIGMOD Record,VAL -,
3765,1,"review of spatial databases with application to gis by philippe rigaux , michel scholl , and agnes voisard . morgan kaufmann 2002 2003",nancy wiegand,sigmod record,VAL -,,"review of spatial databases with application to gis by philippe rigaux , michel scholl , and agnes voisard . morgan kaufmann 2002 . nancy wiegand",VAL -,acm sigmod record,2003,
3766,1,"geo/environmental and medical data management in the rasdaman system norbert widmann , paula furtado , peter baumann , roland ritsch",VAL -,VLDB,VAL -,,"geo/environmental and medical data management in the rasdaman system peter baumann , paula furtado , roland ritsch , norbert widmann",VAL -,VLDB,1997,
3767,0,approximate query processing using wavelets,VAL -,VAL -,VAL -,VLDB,query processing techniques for arrays,VAL -,SIGMOD Conference,1999,VAL -
3768,0,"world wide database - integrating the web , corba , and databases",VAL -,SIGMOD Conference,VAL -,,"integrating temporal , real-time , an active databases","krithi ramamritham , raju sivasankaran , john a. stankovic , don t. towsley , ming xiong",ACM SIGMOD Record,1996,
3769,0,"association rules over interval data renée j. miller , yuping yang",VAL -,SIGMOD Conference,1997,VAL -,"scalable parallel data mining for association rules eui-hong han , george karypis , vipin kumar",VAL -,International Conference on Management of Data,1997,VAL -
3770,0,the aditi deductive database system,VAL -,VLDB Journal,VAL -,,the multidimensional database system rasdaman,VAL -,SIGMOD Conference,1998,
3771,1,"the nimble integration engine daniel s. weld , alon y. halevy , denise draper",VAL -,SIGMOD Conference,2001,,the nimble integration engine,"denise draper , alon y. halevy , daniel s. weld",SIGMOD Conference,2001,
3772,0,searching and mining fine-grained semi-structured data,VAL -,VAL -,VAL -,VAL -,vqbd : exploring semistructured data,VAL -,SIGMOD Conference,2001,VAL -
3773,0,microsoft index tuning wizard for sql server 7.0 1998,"surajit chaudhuri, vivek r. narasayya",sigmod conference,VAL -,,merge replication in microsoft's sql server 7.0 brad hammond 1999,VAL -,sigmod conference,VAL -,
3774,0,directv and oracle rdb : the challenges of vldb transaction processing 1995,william l. gettys,sigmod conference,VAL -,,relaxed transaction processing 1994,"munindar p. singh , christine tomlinson , darrell woelk",international conference on management of data,VAL -,
3775,0,optimizing object queries using an effective calculus 2000,"leonidas fegaras, david maier",ACM Trans . Database Syst .,VAL -,,towards an effective calculus for object query languages international conference on management of data 1995,"leonidas fegaras, david maier",International Conference on Management of Data,1995,
3776,0,on-line reorganization in object databases sigmod conference 2000,"s. sudarshan, rajeev rastogi, s. seshadri, mohana krishna lakhamraju",SIGMOD Conference,2000,,query unnesting in object-oriented databases international conference on management of data,leonidas fegaras,SIGMOD Conference,1998,
3777,0,efficiently mining long patterns from databases roberto j. bayardo jr.,VAL -,SIGMOD Conference,1998,VAL -,"managing intervals efficiently in object-relational databases hans-peter kriegel , marco p &#246; tke , thomas seidl",VAL -,VLDB,2000,VLDB
3778,0,integrating modelling systems for environmental management information systems sigmod record,"david j. abel, dean kuo, kerry l. taylor",SIGMOD Conference,1997,,infomaster : an information integration system,VAL -,SIGMOD Conference,1997,
3779,1,"logical design for temporal databases with multiple granularities alexander brodsky , sushil jajodia , claudio bettini , xiaoyang sean wang",VAL -,ACM Trans . Database Syst .,1997,VAL -,logical design for temporal databases with multiple granularities,"x. sean wang , claudio bettini , alexander brodsky , sushil jajodia",ACM Transactions on Database Systems (TODS),1997,VAL -
3780,0,opt + + : an object-oriented implementation for extensible database query optimization,VAL -,VAL -,1999,VAL -,index configuration in object-oriented databases,elisa bertino,VLDB Journal,1994,VLDB Journal
3781,0,book review column karl aberer sigmod record,VAL -,SIGMOD Conference,2002,,book reviews karl aberer,VAL -,ACM SIGMOD Record,VAL -,
3782,0,what will be - book review sigmod record,paul w. p. j. grefen,SIGMOD Conference,2002,,book reviews acm sigmod record,VAL -,ACM SIGMOD Record,2003,
3783,0,index configuration in object-oriented databases,VAL -,VLDB Journal,1994,,metu object-oriented dbms,"asuman dogac, budak arpinar, cem evrendilek, cetin ozkan, ilker altintas, ilker durusoy, mehmet altinel, tansel okay, yuksel saygin",SIGMOD Conference,1994,
3784,0,editor's notes ling liu sigmod record,VAL -,SIGMOD Conference,2001,,"editorial peter apers , stefano ceri , richard snodgrass",VAL -,VLDB Journal,2002,
3785,0,"semantic access : semantic interface for querying databases naphtali rishe , rukshan athauda , artyom shaposhnikov , jun yuan , dmitry vasilevsky , xiaoling lu , xiaobin ma , shu-ching chen , alexander vaschillo",VAL -,VLDB,2000,,query by diagram : a graphical environment for querying databases international conference on management of data,"tiziana catarci , giuseppe santucci",SIGMOD Conference,1994,
3786,0,commercial use of database technology,harald schöning,VAL -,2003,,virtual database technology,VAL -,ACM SIGMOD Record,VAL -,
3787,0,translating web data,"renée j. miller, ronald fagin, yannis velegrakis, mauricio a. hernández, lucian popa",VAL -,VAL -,,wrapping web data into xml,VAL -,acm sigmod record,VAL -,
3788,0,semantic integration in heterogeneous databases using neural networks vldb,"chris clifton, wen-syan li",VAL -,1994,VLDB,integration of heterogeneous databases without common domains using queries based on textual similarity,william w. cohen,SIGMOD Conference,1998,VAL -
3789,0,innovation in database management : computer science vs. engineering vldb,kenneth r. jacobs,VAL -,1997,VAL -,"workshop on workflow management in scientific and engineering applications-report r. mcclatchey , g. vossen",VAL -,ACM SIGMOD Record,1997,VAL -
3790,0,dynamic information visualization sigmod record 1996,yannis e. ioannidis,SIGMOD Conference,VAL -,,information visualization acm sigmod record,"tiziana catarci, isabel f. cruz",ACM SIGMOD Record,1996,
3791,0,static detection of security flaws in object-oriented databases,VAL -,SIGMOD Conference,VAL -,,index configuration in object-oriented databases,elisa bertino,VLDB Journal,1994,
3792,1,flexible support for multiple access control policies acm trans . database syst .,"v. s. subrahmanian, sushil jajodia, pierangela samarati, maria luisa sapino",VAL -,2001,,flexible support for multiple access control policies,"sushil jajodia, pierangela samarati, maria luisa sapino, v. s. subrahmanian",ACM Transactions on Database Systems (TODS),VAL -,
3793,0,modeling high-dimensional index structures using sampling,VAL -,SIGMOD Conference,VAL -,VAL -,the sr-tree : an index structure for high-dimensional nearest neighbor queries,VAL -,International Conference on Management of Data,1997,VAL -
3794,0,"report on the first international conference on ontologies , databases and applications of semantics",VAL -,SIGMOD Conference,VAL -,VAL -,report on the fourth international conference on flexible query answering systems ( fqas 2000 ),"patrick bosc , amihai motro , gabriella pasi",ACM SIGMOD Record,2001,VAL -
3795,1,"from nested-loop to join queries in oodb peter m. g. apers , hennie j. steenhagen , henk m. blanken , rolf a. de by",VAL -,VLDB,1994,,"from nested-loop to join queries in oodb hennie j. steenhagen , peter m. g. apers , henk m. blanken , rolf a. de by 1994",VAL -,VLDB,1994,
3796,1,extended ehemeral logging : log storage management for applications with long lived transactions,VAL -,acm trans . database syst .,VAL -,,extended ephemeral logging : log storage management for applications with long lived transactions,"john s. keen , william j. dally",acm transactions on database systems (tods),1997,
3797,0,data integration in the large : the challenge of reuse,VAL -,VAL -,VAL -,VAL -,learning about data integration challenges from day one,VAL -,ACM SIGMOD Record,2003,VAL -
3798,0,new tpc benchmarks for decision support and web commerce,VAL -,SIGMOD Conference,VAL -,,data warehousing and olap for decision support,VAL -,SIGMOD Conference,VAL -,
