id,label,left_title,left_authors,left_venue,left_year,right_title,right_authors,right_venue,right_year
3933,1,An Overview of the Emerging Third-Generation SQL Standard,"Nelson Mendonça Mattos, Jim Melton",SIGMOD Conference,1995,An Overview of the Emerging Third-Generation SQL Standard,"Jim Melton, Nelson Mendoca Mattos",International Conference on Management of Data,1995
3934,0,A User-Centered Interface for Querying Distributed Multimedia Databases,"Kimberly M. James, Isabel F. Cruz",SIGMOD Conference,1999,Facilitating Multimedia Database Exploration through Visual Interfaces and Perpetual Query Reformulations,"Wen-Syan Li, K. Selçuk Candan, Kyoji Hirata, Yoshinori Hara",VLDB,1997
3935,0,On the Issue of Valid Time (S) in Temporal Databases,"Themis Panayiotopoulos, Efstathios V. Ioannidis, Constantine D. Spyropoulos, Stavros Kokkotos",ACM SIGMOD Record,1995,Transaction Timestamping in (Temporal) Databases,"Christian S. Jensen, David B. Lomet",VLDB,VAL -
3936,0,Efficient Algorithms for Minimizing Tree Pattern Queries,Prakash Ramanan,SIGMOD Conference,2002,Efficient Algorithms for Mining Outliers from Large Data Sets,"Sridhar Ramaswamy, Rajeev Rastogi, Kyuseok Shim",International Conference on Management of Data,2000
3937,1,QCluster : Relevance Feedback Using Adaptive Clustering for Content-Based Image Retrieval,"Deok-Hwan Kim, Chin-Wan Chung",SIGMOD Conference,2003,QCluster : Relevance Feedback Using Adaptive Clustering for Content-Based Image Retrieval,"Deok-Hwan Kim, Chin-Wan Chung",International Conference on Management of Data,2003
3938,0,Book Review Column,Karl Aberer,ACM SIGMOD Record,2001,Book Review Column ACM SIGMOD Record,Karl Aberer,VAL -,2002
3939,0,On the Computation of Relational View Complements,"Gottfried Vossen, Jens Lechtenbörger",TODS,2003,On the Computation of Multidimensional Aggregates,"Sameet Agarwal, Rakesh Agrawal, Prasad Deshpande, Ashish Gupta, Jeffrey F. Naughton, Raghu Ramakrishnan, Sunita Sarawagi",VLDB,VAL -
3940,0,Fundamental Techniques for Order Optimization,"Eugene J. Shekita, David E. Simmen, Timothy Malkemus",SIGMOD Conference,1996,Optimization Techniques for Queries with Expensive Methods,Joseph M. Hellerstein,TODS,1998
3941,0,Treasurer's Message,Joachim Hammer,ACM SIGMOD Record,2000,Treasurer's Message,VAL -,ACM SIGMOD Record,2002
3942,0,Reasoning About Spatial Relationships in Picture Retrieval Systems,"Clement T. Yu, A. Prasad Sistla, R. Haddad",VLDB,1994,Similarity Based Retrieval of Pictures Using Indices on Spatial Relationships,"A. Prasad Sistla, Clement T. Yu, Chengwen Liu, King Liu",VLDB,1995
3943,0,Simultaneous Optimization and Evaluation of Multiple Dimensional Queries,"Amit Shukla, Jeffrey F. Naughton, Yihong Zhao, Prasad Deshpande",SIGMOD Conference,1998,Adaptable Query Optimization and Evaluation in Temporal Middleware,"Giedrius Slivinskas, Christian S. Jensen, Richard Thomas Snodgrass",International Conference on Management of Data,VAL -
3944,0,Extraction of Object-Oriented Structures from Existing Relational Databases,"Julia E. Hodges, Shekar Ramanathan",ACM SIGMOD Record,1997,Integrating Heterogenous Overlapping Databases through Object-Oriented Transformations,VAL -,VLDB,1999
3945,0,Guest Editorial,"Kyu-Young Whang, Gunter Schlageter, Amr El Abbadi",VLDB Journal,2001,Guest Editor's Introduction,Karl Aberer,ACM SIGMOD Record,2003
3946,0,Languages for Multi-Database Interoperability,"Laks V. S. Lakshmanan, Frédéric Gingras, Nematollaah Shiri, Despina Papoulis, Iyer N. Subramanian",SIGMOD Conference,1997,METU Interoperable Database System,"A. Dogac, C. Dengi, E. Kilic, G. Ozhan, F. Ozcan, S. Nural, C. Evrendilek, U. Halici, B. Arpinar, P. Koksal, N. Kesim, S. Mancuhan",ACM SIGMOD Record,1995
3947,0,Exploiting Versions for On-Line Data Warehouse Maintenance in MOLAP Servers,"Heum-Geun Kang, Chin-Wan Chung",VLDB,2002,Aggregate Maintenance for Data Warehousing in Informix Red Brick Vista,"Craig J. Bunker, Latha S. Colby, Richard L. Cole, William J. McKenna, Gopal Mulagund, David Wilhite",VLDB,2001
3948,0,Fast Incremental Maintenance of Approximate Histograms,"Viswanath Poosala, Phillip B. Gibbons, Yossi Matias",TODS,2002,Incremental Maintenance of Externally Materialized Views,VAL -,VLDB,VAL -
3949,0,Efficient Dynamic Mining of Constrained Frequent Sets,"Laks V. S. Lakshmanan, Raymond T. Ng, Carson Kai-Sang Leung",TODS,2003,Mining Frequent Itemsets Using Support Constraints,"Ke Wang, Yu He, Jiawei Han",VLDB,2000
3950,0,Feedbackbypass: A New Approach to Interactive Similarity Query Processing,"Paolo Ciaccia, Florian Waas, Ilia Bartolini",VLDB,2001,Similarity Query Processing Using Disk Arrays,"Apostolos N. Papadopoulos, Yannis Manolopoulos",SIGMOD Conference,1998
3951,0,Data Mining with Optimized Two-Dimensional Association Rules,"Takeshi Tokuyama, Yasuhiko Morimoto, Shinichi Morishita, Takeshi Fukuda",TODS,2001,An Efficient Algorithm for Mining Association Rules in Large Databases,"Ashoka Savasere, Edward Omiecinski, Shamkant B. Navathe",VAL -,1995
3952,0,Efficient Similarity Search for Market Basket Data,"Alexandros Nanopoulos, Yannis Manolopoulos",VLDB Journal,2002,Efficient K-NN Search on Vertically Decomposed Data,"Arjen P. De Vries, Nikos Mamoulis, Niels Nes, Martin Kersten",SIGMOD Conference,VAL -
3953,0,Mining Generalized Association Rules,"Ramakrishnan Srikant, Rakesh Agrawal",VLDB,1995,Fast Algorithms for Mining Association Rules in Large Databases Very Large Data Bases,"Rakesh Agrawal, Ramakrishnan Srikant",VAL -,1994
3954,0,Dblearn: A System Prototype for Knowledge Discovery in Relational Databases,"Yue Huang, Yandong Cai, Yongjian Fu, Nick Cercone, Jiawei Han",SIGMOD Conference,1994,Knowledge Discovery in Data Warehouses,Themistoklis Palpanas,ACM SIGMOD Record,2000
3955,0,XCache : A Semantic Caching System for XML Queries,"Elke A. Rundensteiner, Song Wang, Li Chen",SIGMOD Conference,2002,Timber : A Native System for Querying XML,"Stelios Paparizos, Shurug Al-Khalifa, Adriane Chapman, H. V. Jagadish, Laks V. S. Lakshmanan, Andrew Nierman, Jignesh M. Patel, Divesh Srivastava, Nuwee Wiwatwattana, Yuqing Wu, Cong Yu",International Conference on Management of Data,2003
3956,0,The Cubetree Storage Organization,"Yannis Kotidis, Nick Roussopoulos",VLDB,1998,Cubetree: Organization of and Bulk Incremental Updates on the Data Cube,"Nick Roussopoulos, Yannis Kotidis, Mema Roussopoulos",SIGMOD Conference,1997
3957,1,Optimal Multi-Step K-Nearest Neighbor Search,"Thomas Seidl, Hans-Peter Kriegel",SIGMOD Conference,1998,Optimal Multi-Step K-Nearest Neighbor Search,"Thomas Seidl, Hans-Peter Kriegel",International Conference on Management of Data,1998
3958,1,Efficiently Publishing Relational Data as XML Documents,"Berthold Reinwald, Jayavel Shanmugasundaram, Michael J. Carey, Eugene J. Shekita, Hamid Pirahesh, Bruce G. Lindsay, Rimon Barr",VLDB,2000,Efficiently Publishing Relational Data as XML Documents,"Jayavel Shanmugasundaram, Eugene J. Shekita, Rimon Barr, Michael J. Carey, Bruce G. Lindsay, Hamid Pirahesh, Berthold Reinwald",VLDB,2000
3959,0,Report on the 5th International Workshop on the Design and Management of Data Warehouses (DMDW '03),"Manfred A. Jeusfeld, Hans-Joachim Lenz, Panos Vassiliadis, Martin Staudt",ACM SIGMOD Record,2003,Report on First International Workshop on Real-Time Database Systems,VAL -,ACM SIGMOD Record,1996
3960,0,On-Line Reorganization in Object Databases,"S. Sudarshan, Rajeev Rastogi, S. Seshadri, Mohana Krishna Lakhamraju",SIGMOD Conference,2000,Static Detection of Security Flaws in Object-Oriented Databases,Keishi Tajima,International Conference on Management of Data,1996
3961,0,Parallel Database Systems 101,Jim Gray,SIGMOD Conference,1995,Database Systems Management and Oracle8,C. Gregory Doherty,International Conference on Management of Data,1998
3962,1,Xmas: An Extensible Main-Memory Storage System for High-Performance Applications,"Ki Hong Kim, Yong Sik Kwon, Sang Kyun Cha, Jang Ho Park, Byoung Dae Park, Sangho Lee",SIGMOD Conference,1998,Xmas: An Extensible Main-Memory Storage System for High-Performance Applications,"Jang Ho Park, Yong Sik Kwon, Ki Hong Kim, Sang Ho Lee, Byoung Dae Park, Sang Kyun Cha",International Conference on Management of Data,1998
3963,0,Datablitz Storage Manager: Main Memory Database Performance for Critical Applications,"P. P. S. Narayan, S. Sudarshan, S. Gogate, J. Miller, Abraham Silberschatz, C. Gupta, Jerry Baulier, M. Wilder, Henry F. Korth, Peter McIlroy, S. Haldar, S. Seshadri, Philip Bohannon, C. Wei, A. Khivesera, S. Joshi, Rajeev Rastogi, M. Nemeth",SIGMOD Conference,1999,"High-Performance and Scalability through Application Tier, In-Memory Data Management",VAL -,VLDB,2000
3964,0,The Mariposa Distributed Database Management System,Jeff Sidell,ACM SIGMOD Record,1996,Using the Calanda Time Series Management System,"Werner Dreyer, Angelika Kotz Dittrich, Duri Schmidt",SIGMOD Conference,1995
3965,0,Database Management Systems and the Internet,VAL -,VLDB,1996,Database Systems Management and Oracle8,VAL -,SIGMOD Conference,1998
3966,0,Querying Heterogeneous Information Sources Using Source Descriptions,"Anand Rajaraman, Alon Y. Levy, Joann J. Ordille",VLDB,1996,Merging Ranks from Heterogeneous Internet Sources Very Large Data Bases,"Luis Gravano, Hector Garcia-Molina",VAL -,1997
3967,0,Advances in Real-Time Database Systems Research,Azer Bestavros,ACM SIGMOD Record,1996,Secure Transaction Processing in Firm Real-Time Database Systems,"Binto George, Jayant Haritsa",International Conference on Management of Data,VAL -
3968,0,Local Dimensionality Reduction: A New Approach to Indexing High Dimensional Spaces,"Kaushik Chakrabarti, Sharad Mehrotra",VLDB,2000,A Generic Approach to Bulk Loading Multidimensional Index Structures,VAL -,Very Large Data Bases,VAL -
3969,1,Incremental Maintenance for Materialized Views over Semistructured Data,"Vasilis Vassalos, Janet L. Wiener, Michael Rys, Serge Abiteboul, Jason McHugh",VLDB Journal,1998,Incremental Maintenance for Materialized Views over Semistructured Data,"Serge Abiteboul, Jason McHugh, Michael Rys, Vasilis Vassalos, Janet L. Wiener",VLDB,1998
3970,1,An Ontological Analysis of the Relationship Construct in Conceptual Modeling,"Veda C. Storey, Yair Wand, Ron Weber",ACM Trans. Database Syst.,1999,An Ontological Analysis of the Relationship Construct in Conceptual Modeling,"Yair Wand, Veda C. Storey, Ron Weber",TODS,1999
3971,0,Query Processing in Spatial Network Databases,"Nikos Mamoulis, Jun Zhang, Dimitris Papadias, Yufei Tao",VLDB,2003,Querying Network Directories,"H. V. Jagadish, Laks V. S. Lakshmanan, Tova Milo, Divesh Srivastava, Dimitra Vista",SIGMOD Conference,1999
3972,0,Efficiently Mining Long Patterns from Databases,Roberto J. Bayardo Jr.,SIGMOD Conference,1998,Efficient Algorithms for Minimizing Tree Pattern Queries,VAL -,International Conference on Management of Data,VAL -
3973,0,Applying Update Streams in a Soft Real-Time Database System,"Brad Adelberg, Hector Garcia-Molina, Ben Kao",SIGMOD Conference,1995,Improving Timeliness in Real-Time Secure Database Systems,"Sang H. Son, Rasikan David, Bhavani Thuraisingham",ACM SIGMOD Record,1996
3974,0,Chair's Message,M. Tamer Özsu,ACM SIGMOD Record,2002,Treasurer's Message,Joachim Hammer,ACM SIGMOD Record,2002
3975,1,Minimal Probing: Supporting Expensive Predicates for Top-K Queries,"Kevin Chen-Chuan Chang, Seung-Won Hwang",SIGMOD Conference,2002,Minimal Probing: Supporting Expensive Predicates for Top-K Queries,VAL -,International Conference on Management of Data,VAL -
3976,0,Panel: Querying Networked Databases,"Divesh Srivastava, Nick Koudas",SIGMOD Conference,2003,Semantic Access : Semantic Interface for Querying Databases,"Naphtali Rishe, Jun Yuan, Rukshan Athauda, Shu-Ching Chen, Xiaoling Lu, Xiaobin Ma, Alexander Vaschillo, Artyom Shaposhnikov, Dmitry Vasilevsky",VLDB,2000
3977,0,Integration of Spatial Join Algorithms for Processing Multiple Inputs,"Nikos Mamoulis, Dimitris Papadias",SIGMOD Conference,1999,Cost-Based Selection of Path Expression Processing Algorithms in Object-Oriented Databases,"Georges Gardarin, Jean-Robert Gruser, Zhao-Hui Tang",VLDB,1996
3978,0,Data Analysis and Mining in the Life Sciences,Nam Huyn,ACM SIGMOD Record,2001,Data Modelling in the Large,Martin Bertram,ACM SIGMOD Record,VAL -
3979,0,Query Unnesting in Object-Oriented Databases,Leonidas Fegaras,SIGMOD Conference,1998,Description Logics for Semantic Query Optimization in Object-Oriented Database Systems,"Domenico Beneventano, Sonia Bergamaschi, Claudio Sartori",TODS,2003
3980,0,Optimizing Queries on Compressed Bitmaps,"Sihem Amer-Yahia, Theodore Johnson",VLDB,2000,Query Optimization in Compressed Database Systems,"Zhiyuan Chen, Johannes Gehrke, Flip Korn",SIGMOD Conference,2001
3981,0,Transaction Timestamping in (Temporal) Databases,"Christian S. Jensen, David B. Lomet",VLDB,2001,Effective Timestamping in Databases,VAL -,VLDB Journal,VAL -
3982,0,New Sampling-Based Summary Statistics for Improving Approximate Query Answers,"Phillip B. Gibbons, Yossi Matias",SIGMOD Conference,1998,Histogram-Based Approximation of Set-Valued Query-Answers,"Yannis E. Ioannidis, Viswanath Poosala",VLDB,1999
3983,0,Query Processing Techniques for Arrays,"Kenneth Salem, Arunprasad P. Marathe",SIGMOD Conference,1999,Approximate Query Processing Using Wavelets,"Kaushik Chakrabarti, Minos N. Garofalakis, Rajeev Rastogi, Kyuseok Shim",VLDB,2000
3984,0,Database Systems Management and Oracle8,C. Gregory Doherty,SIGMOD Conference,1998,On Supporting Containment Queries in Relational Database Management Systems,"Chun Zhang, Jeffrey Naughton, David Dewitt, Qiong Luo, Guy Lohman",International Conference on Management of Data,VAL -
3985,0,Information Director's Message SIGMOD Record,Alberto O. Mendelzon,ACM SIGMOD Record,2000,Information Rules Dale A. Stirling ACM SIGMOD Record 2003,VAL -,ACM SIGMOD Record,2003
3986,0,Fast Algorithms for Universal Quantification in Large Databases,"Goetz Graefe, Richard L. Cole",TODS,1995,CURE : An Efficient Clustering Algorithm for Large Databases,"Sudipto Guha, Rajeev Rastogi, Kyuseok Shim",SIGMOD Conference,VAL -
3987,0,Efficient Exploration of Large Scientific Databases,"Gustavo Alonso, Etzard Stolte",VLDB,2002,Efficient Evaluation of XML Middle-Ware Queries,"Mary Fernandez, Atsuyuki Morishima, Dan Suciu",SIGMOD Conference,VAL -
3988,1,On Spatially Partitioned Temporal Join,"Beng Chin Ooi, Kian-Lee Tan, Hongjun Lu",VLDB,1994,On Spatially Partitioned Temporal Join,"Hongjun Lu, Beng Chin Ooi, Kian-Lee Tan",VLDB,1994
3989,0,Continuous Nearest Neighbor Search,"Dimitris Papadias, Yufei Tao, Qiongmao Shen",VLDB,2002,Optimal Multi-Step K-Nearest Neighbor Search,VAL -,SIGMOD Conference,1998
3990,0,Description Logics for Semantic Query Optimization in Object-Oriented Database Systems,"Claudio Sartori, Sonia Bergamaschi, Domenico Beneventano",TODS,2003,Dataguides: Enabling Query Formulation and Optimization in Semistructured Databases,"Roy Goldman, Jennifer Widom",VLDB,VAL -
3991,0,Fast Algorithms for Maintaining Replica Consistency in Lazy Master Replicated Databases,"Eric Simon, Esther Pacitti, Pascale Minet",VLDB,1999,Fast Algorithms for Projected Clustering,"Charu C. Aggarwal, Joel L. Wolf, Philip S. Yu, Cecilia Procopiuc, Jong Soo Park",SIGMOD Conference,1999
3992,0,Business Data Management for B2B Electronic Commerce,"Manfred A. Jeusfeld, Mareike Schoop, Christoph Quix",ACM SIGMOD Record,2002,Spatial Data Management for Computer Aided Design,"Hans-Peter Kriegel, Andreas M. , Marco P. , Thomas Seidl",SIGMOD Conference,VAL -
3993,0,Open Object Database Management Systems,José A. Blakeley,SIGMOD Conference,1994,Data Management for Earth System Science,"James Frew, Jeff Dozier",ACM SIGMOD Record,VAL -
3994,0,Issues and Evaluations of Caching Solutions for Web Application Acceleration,"Oliver Po, Divyakant Agrawal, Radu Sion, Wen-Syan Li, Wang-Pin Hsiung, Dmitri V. Kalashnikov, K. Selçuk Candan",VLDB,2002,The Evolution of the Web and Implications for an Incremental Crawler,VAL -,Very Large Data Bases,VAL -
3995,0,Legodb: Customizing Relational Storage for XML Documents,"Prasan Roy, Philip Bohannon, Jayant R. Haritsa, Jérôme Siméon, Maya Ramanath, Juliana Freire",VLDB,2002,Efficiently Publishing Relational Data as XML Documents The VLDB Journal -- The International Journal on Very Large Data Bases,"Jayavel Shanmugasundaram, Eugene Shekita, Rimon Barr, Michael Carey, Bruce Lindsay, Hamid Pirahesh, Berthold Reinwald",VAL -,VAL -
3996,0,Distance-Based Outliers: Algorithms and Applications,"V. Tucakov, Raymond T. Ng, Edwin M. Knorr",VLDB Journal,2000,Algorithms for Mining Distance-Based Outliers in Large Datasets,"Edwin M. Knorr, Raymond T. Ng",VLDB,1998
3997,0,WebDB '98: International Workshop on the Web and Databases,"Alberto O. Mendelzon, Paolo Atzeni",ACM SIGMOD Record,1998,Report on the 1995 International Workshop on Temporal Databases ACM SIGMOD Record,"Arie Segev, Christian S. Jensen, Richard Thomas Snodgrass",ACM SIGMOD Record,1995
3998,0,VisDB : A System for Visualizing Large Databases,"Hans-Peter Kriegel, Daniel A. Keim",SIGMOD Conference,1995,Delaunay : A Database Visualization System,"Isabel F. Cruz, M. Averbuch, Wendy T. Lucas, Melissa Radzyminski, Kirby Zhang",International Conference on Management of Data,1997
3999,0,A Low-Cost Storage Server for Movie on Demand Databases,"Alexandros Biliris, Banu Özden, Abraham Silberschatz, Rajeev Rastogi",VLDB,1994,A Data Model and Data Structures for Moving Objects Databases,"Luca Forlizzi, Ralf Hartmut G{""u}ting, Enrico Nardelli, Markus Schneider",SIGMOD Conference,2000
4000,0,Query Decomposition and View Maintenance for Query Languages for Unstructured Data,Dan Suciù,VLDB,1996,UnQL: A Query Language and Algebra for Semistructured Data Based on Structural Recursion,"Peter Buneman, Mary Fernandez, Dan Suciù",VLDB Journal,2000
