"id","label","left_title","right_title","left_authors","right_authors","left_venue","right_venue","left_year","right_year"
4404,0,"the prototype of the dare system sigmod conference 2001","systems and prototypes","tiziana catarci , giuseppe santucci","jignesh patel","","acm sigmod record","","2002"
4405,0,"odmg-93 : a standard for object-oriented dbmss 1994","a taxonomy for secure object-oriented databases","r. g. g. cattell","martin s. olivier , sebastiaan h. von solms","sigmod conference","acm transactions on database systems ( tods )","","1994"
4406,0,"applying update streams in a soft real-time database system 1995","a database system for real-time event aggregation in telecommunication jerry baulier , stephen blott , henry f. korth , abraham silberschatz","brad adelberg , hector garcia-molina , ben kao","","sigmod conference","very large data bases","","1998"
4407,1,"data access for the masses through ole db sigmod conference","data access for the masses through ole db","josé a. blakeley","jos &#233; a. blakeley","","international conference on management of data","1996","1996"
4408,0,"the aditi deductive database system kotagiri ramamohanarao , david b. kemp , jayen vaghani , tim s. leask , james harland , peter j. stuckey , zoltan somogyi 1994","the coral deductive system raghu ramakrishnan , divesh srivastava , s. sudarshan , praveen seshadri the vldb journal -- the international journal on very large data bases","","","vldb j.","","","1994"
4409,0,"the lotus notes storage system kenneth moore sigmod conference 1995","the coral deductive system raghu ramakrishnan , divesh srivastava , s. sudarshan , praveen seshadri the vldb journal -- the international journal on very large data bases","","","","","","1994"
4410,1,"hyperfile : a data and query model for documents","hyperfile : a data and query model for documents chris clifton , hector garcia-molina , david bloom the vldb journal -- the international journal on very large data bases","david bloom , chris clifton , hector garcia-molina","","vldb j.","","1995","1995"
4411,1,"a general techniques for querying xml documents using a relational database system stratis viglas , eugene j. shekita , rajasekar krishnamurthy , jayavel shanmugasundaram , jeffrey f. naughton , jerry kiernan , igor tatarinov 2001","a general technique for querying xml documents using a relational database system jayavel shanmugasundaram , eugene shekita , jerry kiernan , rajasekar krishnamurthy , efstratios viglas , jeffrey naughton , igor tatarinov 2001","","","sigmod record","acm sigmod record","",""
4412,0,"database research at the university of oklahoma sigmod record 1999","the database and information system research group at the university of ulm","sirirut vanichayobon , leonard brown , ravi a. dirckze , sylvain guinepain , carlos sánchez , le gruenwald , brian summers","peter dadam , wolfgang klas","","acm sigmod record","","1997"
4413,1,"using unknowns to prevent discovery of association rules chris clifton , yücel saygin , vassilios s. verykios sigmod record","using unknowns to prevent discovery of association rules acm sigmod record 2001","","y &#252; cel saygin , vassilios s. verykios , chris clifton","","","2001",""
4414,0,"partition selection policies in object database garbage collection sigmod conference","partitioned garbage collection of a large object store 1997","benjamin g. zorn , alexander l. wolf , jonathan e. cook","umesh maheshwari , barbara liskov","","international conference on management of data","1994",""
4415,0,"explaining differences in multidimensional aggregates sunita sarawagi vldb","storage estimation for multidimensional aggregates in the presence of hierarchies amit shukla , prasad deshpande , jeffrey f. naughton , karthikeyan ramasamy very large data bases 1996","","","","","1999",""
4416,1,"hodfa : an architectural framework for homogenizing heterogeneous legacy database 1995","hodfa : an architectural framework for homogenizing heterogeneous legacy databases kamalakar karlapalem , qing li , chung-dak shum acm sigmod record","qing li , kamalakar karlapalem , chung-dak shum","","sigmod record","","","1995"
4417,0,"data grid management systems arun jagatheesan , arcot rajasekar 2003","acm multimedia '94 conference workshop on multimedia database management systems bruce berra , kingsley nwosu , bhavani thuraisingham 1995","","","sigmod conference","acm sigmod record","",""
4418,0,"view management in multimedia databases v. s. subrahmanian , eric lemar , k. selçuk candan vldb j. 2000","supporting efficient multimedia database exploration 2001","","wen-syan li , k.sel &#231; uk candan , kyoji hirata , yoshinori hara","","the vldb journal -- the international journal on very large data bases","",""
4419,0,"query processing techniques for arrays 2002","partial results for online query processing 2002","arunprasad p. marathe , kenneth salem","vijayshankar raman , joseph m. hellerstein","vldb j.","international conference on management of data","",""
4420,1,"cache conscious algorithms for relational query processing jeffrey f. naughton , ambuj shatdal , chander kant vldb 1994","cache conscious algorithms for relational query processing ambuj shatdal , chander kant , jeffrey f. naughton","","","","very large data bases","","1994"
4421,0,"evaluating top-k selection queries luis gravano , surajit chaudhuri vldb","top-k selection queries over relational databases : mapping strategies and performance evaluation nicolas bruno , surajit chaudhuri , luis gravano 2002","","","","acm transactions on database systems ( tods )","1999",""
4422,0,"integrating a structured-text retrieval system with an object-oriented database system jurgen annevelink , tak w. yan","an effective deductive object-oriented database through language integration maria l. barja , norman w. paton , alvaro a. a. fernandes , m. howard williams , andrew dinn very large data bases 1994","","","vldb","","1994",""
4423,1,"the impact of database research on industrial products ( panel summary ) david b. lomet , daniel barbará , josé a. blakeley , michael stonebraker , daniel h. fishman 1994","the impact of database research on industrial products ( panel )","","jos &#233; a. blakeley , dan fishman , david lomet , michael stonebraker","sigmod record","acm sigmod record","","1994"
4424,0,"analysis of locking behavior in three real database systems alan jay smith , vigyan singhal","parallel database systems in the 1990 's michael j. carey 1994","","","vldb j.","international conference on management of data","1997",""
4425,0,"an overview of data warehousing and olap technology surajit chaudhuri , umeshwar dayal","an overview of repository technology","","philip a. bernstein , umeshwar dayal","sigmod record","very large data bases","1997","1994"
