id,label,left_title,left_authors,left_venue,left_year,right_title,right_authors,right_venue,right_year,left_vldb,right_vldb
3573,0,"The Coral Deductive System Raghu Ramakrishnan , S. Sudarshan , Divesh Srivastava , Praveen Seshadri",VAL -,VLDB Journal,1994,The Ores Temporal Database Management System,"Babis Theodoulidis , Aziz Ait-Braham , George Andrianopoulos , Jayant Chaudhary , George Karvelis , Simon Sou",SIGMOD Conference,1994,VLDB Journal,VAL -
3574,1,scientific databases - state of the art and future directions VLDB,"yannis e. ioannidis , maria zemankova",VAL -,1994,"scientific databases - state of the art and future directions maria zemankova , yannis e. ioannidis 1994",VAL -,Very Large Data Bases,VAL -,VLDB,VLDB
3575,0,The Database and Information System Research Group at the University of Ulm SIGMOD Record,"Peter Dadam, Wolfgang Klas",SIGMOD Record,1997,"Amicalola Report: Database and Information Systems Research Challenges and Opportunities in Semantic Web and Enterprises Amit Sheth, Robert Meersman ACM SIGMOD Record",VAL -,SIGMOD Record,2002,VAL -,VAL -
3576,0,sit-in : a real-life spatio-temporal information system,"Stefano De Francisci, Rossella Molinaro, Oritta Gargano, Mario Paolucci, Leonardo Tininini, Giuseppe Sindoni, Paola Patteri, Amedea Ambrosetti, Pina Ticca, Cristina Bedeschi",VAL -,2001,www-udk : a web-based environmental meta-information system,"Ralf Kramer, Ralf Nicholai, Arne Koschel, Claudia Rolker, Peter Lockemann, Andree Keitel, Rudolf Legat, Konrad Tirm",ACM SIGMOD Record,1997,,
3577,0,"integrating temporal , real-time , and active databases john a. stankovic , krithi ramamritham , ming xiong , rajendran m. sivasankaran , donald f. towsley sigmod record",VAL -,SIGMOD Record,VAL -,"spatial and temporal content-based access to hypervideo databases haitao jiang , ahmed k. elmagarmid the vldb journal -- the international journal on very large data bases",VAL -,VLDB Journal,1998,,
3578,1,using schema matching to simplify heterogeneous data translation,"Tova Milo , Sagit Zohar",VLDB,1998,using schema matching to simplify heterogeneous data translation 1998,"Tova Milo , Sagit Zohar",Very Large Data Bases,VAL -,VAL -,VLDB
3579,0,"mining quantitative association rules in large relational tables ramakrishnan srikant , rakesh agrawal SIGMOD Conference","Rakesh Agrawal, Ramakrishnan Srikant",SIGMOD Conference,1996,fast algorithms for mining association rules in large databases very large data bases,"Rakesh Agrawal, Ramakrishnan Srikant",VLDB,1994,VAL -,VLDB
3580,0,Temporal Aggregation in Active Database Rules,"Iakovos Motakis , Carlo Zaniolo",SIGMOD Conference,VAL -,Space Optimization in Deductive Databases,"Divesh Srivastava , S. Sudarshan , Raghu Ramakrishnan , Jeffrey F. Naughton",ACM Transactions on Database Systems (TODS),1995,VAL -,VAL -
3581,0,parametric query optimization for linear and piecewise linear cost functions,"s. sudarshan , arvind hulgeri",VAL -,2002,"parametric query optimization yannis e. ioannidis , raymond t. ng , kyuseok shim , timos k. sellis the vldb journal -- the international journal on very large data bases",VAL -,VLDB Journal,1997,VLDB,VLDB Journal
3582,0,"Research Issues in Federated Database Systems : Report of EFDDBS '97 Workshop Félix Saltor , Mark Roantree , Mark W. W. Vermeer , Wilhelm Hasselbring , Martin Schönhoff , Markus Straßler , Barry Eaglestone , Stefan Conrad","Félix Saltor, Mark Roantree, Mark W. W. Vermeer, Wilhelm Hasselbring, Martin Schönhoff, Markus Straßler, Barry Eaglestone, Stefan Conrad",SIGMOD Record,1997,"EFENDI : Federated Database System of CADLab E. Radeke , R. Böttger , B. Burkert , Y. Engel , G. Kachel , S. Kolmschlag , D. Nolte","E. Radeke, R. Böttger, B. Burkert, Y. Engel, G. Kachel, S. Kolmschlag, D. Nolte",International Conference on Management of Data,1995,,
3583,0,The Trigs Active Object-Oriented Database System - An Overview,"Gerti Kappel, Werner Retschitzegger",ACM SIGMOD Record,1998,Integrating a Structured-Text Retrieval System with an Object-Oriented Database System Very Large Data Bases,"Tak W. Yan, Jurgen Annevelink",VLDB,1994,,
3584,0,"birch : an efficient data clustering method for very large databases Raghu Ramakrishnan , Miron Livny , Tian Zhang","Raghu Ramakrishnan, Miron Livny, Tian Zhang",SIGMOD Conference,1996,cure : an efficient clustering algorithm for large databases International Conference on Management of Data 1998,"Sudipto Guha , Rajeev Rastogi , Kyuseok Shim",VAL -,VAL -,,
3585,0,"semantics for update rule programs and implementations in a relational database management system louiqa raschid , jorge lobo acm trans . database syst .",VAL -,VAL -,1996,"implementation of magic-sets in a relational database system inderpal singh mumick , hamid pirahesh international conference on management of data",VAL -,SIGMOD Conference,1994,,
3586,0,structural matching and discovery in document databases SIGMOD Conference,"Jason Tsong-Li Wang, George Jyh-Shian Chang, Dennis Shasha, Girish Patel, Kaizhong Zhang, Liam Relihan",VAL -,VAL -,record-boundary discovery in web documents ACM SIGMOD Record,VAL -,SIGMOD Conference,1999,,
3587,1,"object-relational database systems : principles , products , and challenges ( tutorial )","michael j. carey , anil nori , nelson mendonça mattos",SIGMOD Conference,1997,"object-relational database systems ( tutorial ) : principles , products and challenges","michael j. carey , nelson m. mattos , anil k. nori",International Conference on Management of Data,1997,,
3588,0,hyperstorm - administering structured documents using object-oriented database technology,"Karl Aberer, Klemens Böhm",SIGMOD Conference,1996,structures for manipulating proposed updates in object-oriented databases,"Michael Doherty, Richard Hull, Mohammed Rupawalla",SIGMOD Conference,1996,VAL -,VAL -
3589,1,a formal perspective on the view selection problem,"rada chirkova , dan suciu , alon y. halevy",VLDB Journal,VAL -,a formal perspective on the view selection problem the vldb journal -- the international journal on very large data bases,"rada chirkova , alon y. halevy , dan suciu",VLDB Journal,2002,,
3590,0,"efficiently publishing relational data as xml documents bruce g. lindsay , hamid pirahesh , berthold reinwald , michael j. carey , rimon barr , jayavel shanmugasundaram , eugene j. shekita",VAL -,VLDB Journal,2001,efficiently publishing relational data as xml documents,"jayavel shanmugasundaram , eugene j. shekita , rimon barr , michael j. carey , bruce g. lindsay , hamid pirahesh , berthold reinwald",Very Large Data Bases,2000,,
3591,0,Materialized View and Index Selection Tool for Microsoft SQL Server 2000,"Vivek R. Narasayya, Sanjay Agrawal, Surajit Chaudhuri",SIGMOD Conference,2001,Microsoft Index Turning Wizard for SQL Server 7.0,"Surajit Chaudhuri, Vivek Narasayya",International Conference on Management of Data,1998,VAL -,VAL -
3592,0,A Logical Foundation for Deductive Object-Oriented Databases,"Mengchi Liu, Tok Wang Ling, Gillian Dobbie",ACM Transactions on Database Systems,2002,Observations on the ODMG-93 Proposal for an Object-Oriented Database Language,Won Kim,ACM SIGMOD Record,1994,,
3593,1,model-based information integration in a neuroscience mediator system,"Bertram Ludäscher, Amarnath Gupta, Maryann E. Martone",VLDB,2000,model-based information integration in a neuroscience mediator system,"Bertram Lüdäsch, Amarnath Gupta, Maryann E. Martone",VLDB,2000,,
3594,0,graphdb : modeling and querying graphs in databases,VAL -,VLDB,VAL -,query by diagram : a graphical environment for querying databases international conference on management of data,"tiziana catarci , giuseppe santucci",SIGMOD Conference,1994,,
3595,0,"semantics for update rule programs and implementations in a relational database management system louiqa raschid , jorge lobo acm trans . database syst .",VAL -,VAL -,1996,database management systems and the internet very large data bases,susan malaika,VLDB,1996,VAL -,VLDB
3596,0,"cure : an efficient clustering algorithm for large databases sudipto guha , rajeev rastogi , kyuseok shim","Sudipto Guha, Rajeev Rastogi, Kyuseok Shim",SIGMOD Conference,1998,"clustering methods for large databases : from the past to the future alexander hinneburg , daniel a. keim international conference on management of data","Alexander Hinneburg, Daniel A. Keim",International Conference on Management of Data,1999,,
3597,0,sensor data mining : similarity search and pattern analysis,christos faloutsos,VLDB,VAL -,clustering by pattern similarity in large data sets,"haixun wang , wei wang , jiong yang , philip s. yu",SIGMOD Conference,2002,,
3598,0,An Axiomatic Model of Dynamic Schema Evolution in Objectbase Systems,"M. Tamer Özsu, Randal J. Peters",ACM Trans. Database Syst.,1997,An Aspect of Query Optimization in Multidatabase Systems,"Chiang Lee, Chia-Jung Chen, Hongjun Lu",ACM SIGMOD Record,1995,VAL -,VAL -
3599,0,cure : an efficient clustering algorithm for large databases,"Sudipto Guha, Rajeev Rastogi, Kyuseok Shim",SIGMOD Conference,1998,efficient index structures for string databases,"Tamer Kahveci, Ambuj K. Singh",VLDB,2001,,
3600,0,watermarking relational databases,"Rakesh Agrawal , Jerry Kiernan",VLDB,2002,coalescing in temporal databases,"Michael H. Böhlen , Richard Thomas Snodgrass , Michael D. Soo",VLDB,1996,VAL -,VAL -
3601,0,incremental maintenance for materialized views over semistructured data,"Vasilis Vassalos, Janet L. Wiener, Michael Rys, Serge Abiteboul, Jason McHugh",VLDB Journal,1998,inferring structure in semistructured data,"Svetlozer Nestorov, Serge Abiteboul, Rajeev Motwani",ACM SIGMOD Record,1997,,
3602,0,"strudel : a web-site management system alon y. levy , mary f. fernandez , jaewoo kang , daniela florescu , dan suciu","alon y. levy, mary f. fernandez, jaewoo kang, daniela florescu, dan suciu",SIGMOD Conference,VAL -,"serfing the web : web site management made easy elke a. rundensteiner , kajal t. claypool , li chen , hong su , keiji oenoki","elke a. rundensteiner, kajal t. claypool, li chen, hong su, keiji oenoki",VAL -,2000,,
3603,0,value-cognizant speculative concurrency control,"azer bestavros , spyridon braoudakis",VLDB Journal,1995,real-time index concurrency control,"jayant r. haritsa , s. seshadri",ACM SIGMOD Record,1996,,
3604,0,cost-driven vertical class partitioning for methods in object oriented databases,"qing li, chi-wai fung, kamalakar karlapalem",VAL -,2003,query unnesting in object-oriented databases international conference on management of data,leonidas fegaras,SIGMOD Conference,1998,VLDB,VAL -
3605,1,"Idea : Interactive Data Exploration and Analysis Lynn O. Wilson , Peter G. Selfridge , Divesh Srivastava","Lynn O. Wilson, Peter G. Selfridge, Divesh Srivastava",SIGMOD Conference,1996,Idea : Interactive Data Exploration and Analysis International Conference on Management of Data 1996,"Peter G. Selfridge, Divesh Srivastava, Lynn O. Wilson",VAL -,VAL -,,
3606,0,The WASA2 Object-Oriented Workflow Management System SIGMOD Conference,"Mathias Weske, Gottfried Vossen",VAL -,VAL -,The Algres Testbed of Chimera: An Active Object-Oriented Database System International Conference on Management of Data,"Stefano Ceri, Piero Fraternali, Stefano Paraboschi, Giuseppe Psaila",VAL -,1995,VAL -,VAL -
3607,0,query optimization for xml,"jason mchugh , jennifer widom",VLDB,1999,"efficient and extensible algorithms for multi query optimization prasan roy , s. seshadri , s. sudarshan , siddhesh bhobe international conference on management of data",VAL -,SIGMOD Conference,2000,VLDB,VAL -
3608,0,index configuration in object-oriented databases,VAL -,VAL -,VAL -,procedures in object-oriented query languages,"Kazimierz Subieta, Yahiko Kambayashi, Jacek Leszczylowski",VLDB,1995,VAL -,VLDB
3609,1,"proxy-server architectures for olap panos kalnis , dimitris papadias","Panos Kalnis, Dimitris Papadias",SIGMOD Conference,2001,"proxy-server architectures for olap panos kalnis , dimitris papadias international conference on management of data 2001","Panos Kalnis, Dimitris Papadias",International Conference on Management of Data,VAL -,VAL -,VLDB
3610,0,cmvf : a novel dimension reduction scheme for efficient indexing in a large image database,"John Shepherd, Quan Z. Sheng, Du Q. Huynh, Jialie Shen, Anne H. H. Ngu",SIGMOD Conference,2003,An Efficient Algorithm for Mining Association Rules in Large Databases Very Large Data Bases,"Ashoka Savasere, Edward Omiecinski, Shamkant B. Navathe",VAL -,1995,,
3611,0,krdb '98: The 5th International Workshop on Knowledge Representation Meets Databases,"Alexander Borgida, Martin Staudt, Vinay K. Chaudhri",ACM SIGMOD Record,VAL -,Report on the 1995 International Workshop on Temporal Databases ACM SIGMOD Record,"Arie Segev, Christian S. Jensen, Richard Thomas Snodgrass",ACM SIGMOD Record,VAL -,,
3612,0,a shrinking-based approach for multi-dimensional data analysis,"yuqing song , yong shi , aidong zhang",VLDB,VAL -,user-cognizant multidimensional analysis,sunita sarawagi,VLDB Journal,2001,,
3613,0,quality-driven integration of heterogenous information systems,"Johann Christoph Freytag, Felix Naumann, Ulf Leser",VAL -,1999,integrating modelling systems for environmental management information systems,"David J. Abel, Kerry Taylor, Dean Kun",ACM SIGMOD Record,1997,VLDB,VAL -
3614,0,Incremental Computation and Maintenance of Temporal Aggregates,"Jun Yang, Jennifer Widom",VLDB Journal,2003,Fast Incremental Maintenance of Approximate Histograms,"Phillip B. Gibbons, Yossi Matias, Viswanath Poosala",VLDB,1997,,
3615,0,relational databases for querying xml documents : limitations and opportunities,"Jeffrey F. Naughton, Kristin Tufte, Chun Zhang, Gang He, David J. Dewitt, Jayavel Shanmugasundaram",VAL -,1999,formal query languages for secure relational databases,"Marianne Winslett, Kenneth Smith, Xiaolei Qian",ACM Transactions on Database Systems (TODS),VAL -,VLDB,VAL -
3616,0,unisql/x unified relational and object-oriented database system won kim sigmod conference,VAL -,SIGMOD Conference,1994,"unisql 's next-generation object-relational database management system albert d'andrea , phil janus","ALBERT D'ANDREA, PHIL JANUS",ACM SIGMOD Record,1996,VAL -,VAL -
3617,1,supporting valid-time indeterminacy,"Richard T. Snodgrass , Curtis E. Dyreson",ACM Trans . Database Syst .,1998,Supporting Valid-Time Indeterminacy 1998,"Curtis E. Dyreson , Richard Thomas Snodgrass",ACM Transactions on Database Systems ( TODS ),VAL -,,
3618,0,"probview : a flexible probabilistic database system nicola leone , robert ross , laks v. s. lakshmanan , v. s. subrahmanian","Nicola Leone, Robert Ross, Laks V. S. Lakshmanan, V. S. Subrahmanian",ACM Trans. Database Syst.,1997,"Probabilistic Temporal Databases , I : Algebra Alex Dekhtyar , Robert Ross , V. S. Subrahmanian ACM Transactions on Database Systems ( TODS ) 2001","Alex Dekhtyar, Robert Ross, V. S. Subrahmanian",VAL -,VAL -,,
3619,0,Visual Web Information Extraction with Lixto,"Georg Gottlob, Robert Baumgartner, Sergio Flesca",VAL -,2001,Information Visualization ACM SIGMOD Record,"Tiziana Catarci, Isabel F. Cruz",ACM SIGMOD Record,1996,VLDB,VAL -
3620,0,"semantics for update rule programs and implementations in a relational database management system louiqa raschid , jorge lobo acm trans . database syst .","Louïqa Raschid, Jorge Lobo",VAL -,1996,implementing lazy database updates for an object database system 1994,"Fabrizio Ferrandina, Thorsten Meyer, Roberto Zicari",VLDB,VAL -,VAL -,VLDB
