id,label,left_title,left_authors,left_venue,left_year,right_title,right_authors,right_venue,right_year,left_vldb,right_vldb
2818,0,Java and Relational Databases: SQLJ (Tutorial),"Johannes Klein, Richard Pledereder, Gray Clossman, Brian Becker, Phil Shaw, Mark Hapner",SIGMOD Conference,1998,Unisql/X Unified Relational and Object-Oriented Database System,VAL -,International Conference on Management of Data,VAL -,VAL -,VAL -
2819,1,Facilitating Multimedia Database Exploration Through Visual Interfaces And Perpetual Query Reformulations,"Kyoji Hirata, Yoshinori Hara, Wen-Syan Li, K. Selçuk Candan",VLDB,VAL -,Facilitating Multimedia Database Exploration Through Visual Interfaces And Perpetual Query Reformulations,VAL -,Very Large Data Bases,1997,,
2820,0,Geominer: A System Prototype for Spatial Data Mining,"Jiawei Han, Nebojsa Stefanovic, Krzysztof Koperski",VAL -,VAL -,Efficient and Effective Clustering Methods for Spatial Data Mining,"Raymond T. Ng, Jiawei Han",VLDB,1994,,
2821,0,Lore: A Database Management System for Semistructured Data,"Roy Goldman, Serge Abiteboul, Jennifer Widom, Dallan Quass, Jason McHugh",VAL -,1997,Database Systems Management and Oracle8i,VAL -,SIGMOD Conference,1998,,
2822,0,Continuous Queries Over Data Streams,"Jennifer Widom, Shivnath Babu",ACM SIGMOD Record,2001,Approximate Join Processing Over Data Streams,VAL -,SIGMOD Conference,2003,VAL -,VAL -
2823,0,Selectivity Estimation in Spatial Databases,Val -,SIGMOD Conference,1999,Improved Histograms for Selectivity Estimation of Range Predicates,"Viswanath Poosala, Peter J. Haas, Yannis E. Ioannidis, Eugene J. Shekita",SIGMOD Conference,1996,,
2824,0,efficient and effective clustering methods for spatial data mining,"raymond t. ng, jiawei han",VAL -,1994,efficient and cost-effective techniques for browsing and indexing large video databases,VAL -,SIGMOD Conference,VAL -,,
2825,0,Unisql's Next-Generation Object-Relational Database Management System,"Phil Janus, Albert D'Andrea",ACM SIGMOD Record,1996,Managing Intervals Efficiently in Object-Relational Databases,VAL -,Very Large Data Bases,2000,VAL -,VLDB
2826,0,"Database Tuning: Principles, Experiments, and Troubleshooting Techniques (Part II)","Dennis Shasha, Philippe Bonnet",SIGMOD Conference,2002,"Database Tuning: Principles, Experiments, and Troubleshooting Techniques (Part I)","Dennis Shasha, Philippe Bonnet",VAL -,VAL -,,
2827,1,Benchmarking Queries Over Trees: Learning the Hard Truth the Hard Way,"Sophie Cluet, Fanny Wattiez, Véronique Benzaken, Guy Ferran, Christian Fiegel",SIGMOD Conference,2000,Benchmarking Queries Over Trees: Learning the Hard Truth the Hard Way,VAL -,International Conference on Management of Data,2000,,
2828,0,Fast Algorithms for Mining Association Rules in Large Databases,VAL -,VLDB,1994,Online Association Rule Mining,Christian Hidber,SIGMOD Conference,1999,,
2829,0,dbsim : a simulation tool for predicting database performance,"Craig Wong, Mark Stokrp, Mike Lefler",SIGMOD Conference,1996,Weaving relations for cache performance,VAL -,VLDB,2001,,
2830,0,Extracting Schema from Semistructured Data,VAL -,SIGMOD Conference,1998,Management of Semistructured Data,VAL -,ACM SIGMOD Record,1997,,
2831,0,a query language and optimization techniques for unstructured data,"Gerd G. Hillebrand, Peter Buneman, Susan B. Davidson, Dan Suciu",SIGMOD Conference,1996,safe query languages for constraint databases peter z. revesz acm transactions on database systems (tods),VAL -,ACM Transactions on Database Systems (TODS),1998,,
2832,0,an efficient method for checking object-oriented database schema correctness,"Michele Missikoff, Anna Formica, Hans Dietmar Groeger",ACM Trans. Database Syst.,1998,query unnesting in object-oriented databases international conference on management of data,Leonidas Fegaras,VAL -,1998,,
2833,0,An Adaptive Hybrid Server Architecture For Client Caching,VAL -,VLDB,1999,A Predicate-Based Caching Scheme For Client-Server Database Architectures,"Arthur M. Keller, Julie Basu",VLDB Journal,VAL -,,
2834,0,Integration of Data Mining with Database Technology,VAL -,VAL -,2000,Integrating Association Rule Mining with Relational Database Systems: Alternatives and Implications,"Sarawagi Sunita, Thomas Shiby, Agrawal Rakesh",SIGMOD Conference,1998,,
2835,1,Logical Logging to Extend Recovery to New Domains,"David B. Lomet, Mark R. Tuttle",SIGMOD Conference,1999,Logical Logging to Extend Recovery to New Domains,"David Lomet, Mark Tuttle",SIGMOD Conference,1999,,
2836,0,Enhanced Abstract Data Types in Object-Relational Databases,Praveen Seshadri,VAL -,1998,On-Line Reorganization in Object Databases,"Mohana K. Lakhamraju, Rajeev Rastogi, S. Seshadri, S. Sudarshan",SIGMOD Conference,2000,,
2837,0,Investigation of Algebraic Query Optimization Techniques for Database Programming Languages,"Alexandra Poulovassilis, Carol Small",VLDB,1994,Formal Query Languages for Secure Relational Databases VAL -,VAL -,TODS,VAL -,,
2838,0,Research and Practice in Federated Information Systems,VAL -,ACM SIGMOD Record,2000,Report on the 1995 International Workshop on Temporal Databases,"Arie Segev, Christian S. Jensen, Richard Thomas Snodgrass",ACM SIGMOD Record,1995,,
2839,0,A Case-Based Approach to Information Integration,VAL -,VLDB,VAL -,InfoMaster: An Information Integration System,"Michael R. Genesereth, Arthur M. Keller, Oliver M. Duschka",SIGMOD Conference,1997,,
2840,0,Maintenance of Data Cubes and Summary Tables in a Warehouse,"Inderpal Singh Mumick, Dallan Quass, Barinderpal Singh Mumick",VAL -,1997,"Efficient View Maintenance at Data Warehouses D. Agrawal, A. El Abbadi, A. Singh, T. Yurek",VAL -,SIGMOD Conference,1997,,
2841,0,Management of Multidimensional Discrete Data,VAL -,VLDB Journal,1994,Management of Semistructured Data,VAL -,ACM SIGMOD Record,1997,,
2842,1,A Language Based Multidatabase System,VAL -,SIGMOD Conference,1994,A Language Based Multidatabase System,"Eva Kühn, Thomas Tschernko, Konrad Schwarz",International Conference on Management of Data,VAL -,,
2843,0,metu Object-Oriented DBMS,"Cetin Ozkan, Cem Evrendilek, Yuksel Saygin, Ilker Altintas, Ismailcem Budak Arpinar, Mehmet Altinel, Tansel Okay, Ilker Durusoy, Asuman Dogac",SIGMOD Conference,1994,index configuration in object-oriented databases,Elisa Bertino,VLDB Journal,1994,,
2844,0,The Design and Implementation of a Sequence Database System,VAL -,VLDB,VAL -,The Aditi Deductive Database System,"Jayen Vaghani, Kotagiri Ramamohanarao, David B. Kemp, Zoltan Somogyi, Peter J. Stuckey, Tim S. Leask, James Harland",VLDB Journal,1994,,
2845,0,Locally Adaptive Dimensionality Reduction For Indexing Large Time Series Databases,VAL -,SIGMOD Conference,2001,CMVF: A Novel Dimension Reduction Scheme For Efficient Indexing In A Large Image Database,"Jialie Shen, Anne H. H. Ngu, John Shepherd, Du Q. Huynh, Quan Z. Sheng",SIGMOD Conference,2003,,
2846,0,Database Research at NTHU and ITRI,VAL -,ACM SIGMOD Record,VAL -,"Database Research at the Indian Institute of Technology, Bombay","D. B. Phatak, N. L. Sarda, S. Seshadri, S. Sudarshan",ACM SIGMOD Record,VAL -,,
2847,0,Materialized Views in Oracle,"Randall G. Bello, William D. Norcott, Mohamed Ziauddin, Harry Sun, Karl Dias, Alan Downing, James J. Feenan Jr., Andrew Witkowski, James L. Finnerty",VLDB,1998,Adapting Materialized Views After Redefinitions,VAL -,SIGMOD Conference,1995,,
2848,0,Temporal Conditions and Integrity Constraints in Active Database Systems,VAL -,SIGMOD Conference,1995,Promises and Realities of Active Database Systems,"Eric Simon, Angelika Kotz Dittrich",VLDB,1995,,
2849,0,Index Configuration in Object-Oriented Databases,VAL -,VLDB Journal,1994,Garbage Collection in Object-Oriented Databases Using Transactional Cyclic Reference Counting,"P. Roy, S. Seshadri, A. Silberschatz, S. Sudarshan, S. Ashwin",VLDB Journal,1998,,
2850,0,A Probabilistic Relational Model and Algebra,"Debabrata Dey, Sumit Sarkar",VAL -,1996,Selectivity Estimation Using Probabilistic Models,VAL -,SIGMOD Conference,2001,,
2851,0,Roadrunner: Towards Automatic Data Extraction from Large Web Sites,VAL -,VLDB,2001,Roadrunner: Automatic Data Extraction from Data-Intensive Web Sites,"Valter Crescenzi, GianSalvatore Mecca, Paolo Merialdo",SIGMOD Conference,2002,,
2852,0,Terraserver: A Spatial Data Warehouse,"Donald R. Slutz, Jim Gray, Tom Barclay",SIGMOD Conference,2000,Expiring Data in a Warehouse,VAL -,Very Large Data Bases,1998,,
2853,0,The Demarcation Protocol: A Technique for Maintaining Constraints in Distributed Database Systems,VAL -,VLDB Journal,1994,Mariposa: A Wide-Area Distributed Database System,"Michael Stonebraker, Paul M. Aoki, Witold Litwin, Avi Pfeffer, Adam Sah, Jeff Sidell, Carl Staelin, Andrew Yu",VLDB Journal,1996,,
2854,0,Applying Database Visualization to the World Wide Web,VAL -,ACM SIGMOD Record,1996,"World Wide Database: Integrating the Web, CORBA and Databases","Athman Bouguettaya, Boualem Benatallah, Lily Hendra, James Beard, Kevin Smith, Mourad Quzzani",SIGMOD Conference,1999,,
2855,0,Semi-automatic Self-adaptive Control of Garbage Collection Rates in Object Databases,"Artur Klauser, Alexander L. Wolf, Benjamin G. Zorn, Jonathan E. Cook",VAL -,1996,Garbage Collection in Object Oriented Databases Using Transactional Cyclic Reference Counting,"Srinivas Ashwin, Prasan Roy, S. Seshadri, Abraham Silberschatz, S. Sudarshan",VLDB,VAL -,,
2856,0,Analysis of Navigation Behaviour in Web Sites Integrating Multiple Information Systems,"Myra Spiliopoulou, Bettina Berendt",VAL -,VAL -,Integrating Modelling Systems for Environmental Management Information Systems,"David J. Abel, Kerry Taylor, Dean Kun",ACM SIGMOD Record,1997,,
2857,1,Implementing Lazy Database Updates For An Object Database System,VAL -,VAL -,VAL -,Implementing Lazy Database Updates For An Object Database System,"Fabrizio Ferrandina, Thorsten Meyer, Roberto Zicari",Very Large Data Bases,1994,,
2858,0,Implementing Crash Recovery in Quickstore: A Performance Study,"Seth J. White, David J. Dewitt",SIGMOD Conference,VAL -,Quickstore: A High Performance Mapped Object Store,VAL -,VLDB Journal,1995,,
2859,0,On Spatially Partitioned Temporal Join,VAL -,VLDB,VAL -,Iterative Spatial Join,"Edwin H. Jacox, Hanan Samet",ACM Transactions on Database Systems (TODS),2003,,
2860,1,Design and User Testing of a Multi-Paradigm Query Interface to an Object-Oriented Database,"Dac Khoa Doan, Alistair C. Kilgour, Norman W. Paton",ACM SIGMOD Record,1995,Design and User Testing of a Multi-Paradigm Query Interface to an Object-Oriented Database,"Dac Khoa Doan, Norman W. Paton, Alistair Kilgour",ACM SIGMOD Record,1995,,
2861,0,An efficient algorithm for mining association rules in large databases,VAL -,VLDB,1995,Communication-efficient distributed mining of association rules,"Assaf Schuster, Ran Wolff",SIGMOD Conference,2001,,
2862,0,The CCube Constraint Object-Oriented Database System,"Alexander Brodsky, Pavel A. Exarkhopoulo, Victor E. Segal, Jia Chen",VAL -,1999,ODEFS: A File System Interface to an Object-Oriented Database,"Narain H. Gehani, H. V. Jagadish, William D. Roome",Very Large Data Bases,VAL -,,
2863,1,The Oracle Warehouse,VAL -,VLDB,VAL -,The Oracle Warehouse,VAL -,Very Large Data Bases,1995,,
2864,0,XPath queries on streaming data,"Sudarshan S. Chawathe, Feng Peng",SIGMOD Conference,2003,Reasoning on regular path queries,"D. Calvanese, G. De Giacomo, M. Lenzerini, M. Y. Vardi",ACM SIGMOD Record,2003,VAL -,VAL -
2865,0,Storing and Querying Ordered XML Using a Relational Database System,VAL -,SIGMOD Conference,2002,VXMLR: A Visual XML-Relational Database System,"Aoying Zhou, Hongjun Lu, Shihui Zheng, Yuqi Liang, Long Zhang, Wenying Ji, Zengping Tian",Very Large Data Bases,VAL -,,
2866,0,opt + : an object-oriented implementation for extensible database query optimization,VAL -,VLDB Journal,1999,implementation aspects of an object-oriented dbms,"Asuman Dogac, Mehmet Altinel, Cetin Ozkan, Ilker Durusoy",ACM SIGMOD Record,VAL -,,
2867,0,Temporal Database System Implementations,VAL -,ACM SIGMOD Record,VAL -,The Structured Information Manager: A Database System for SGML Documents,Ron Sacks-Davis,Very Large Data Bases,1996,,
2868,0,Open Object Database Management Systems,VAL -,SIGMOD Conference,1994,Efficient Incremental Garbage Collection for Client-Server Object Database Systems,"Laurent Amsaleg, Michael J. Franklin, Olivier Gruber",VLDB,VAL -,,
2869,0,efficient incremental garbage collection,VAL -,SIGMOD Conference,1995,partition selection policies in object database garbage collection,"Jonathan E. Cook, Alexander L. Wolf, Benjamin G. Zorn",SIGMOD Conference,1994,,
2870,0,Evaluating Top-K Selection Queries,VAL -,VAL -,1999,Efficient Evaluation of XML Middle-Ware Queries,"Mary Fernandez, Atsuyuki Morishima, Dan Suciu",SIGMOD Conference,VAL -,,
2871,0,Industry Perspectives,VAL -,ACM SIGMOD Record,1997,Industry Perspective,Leonard J. Seligman,ACM SIGMOD Record,VAL -,VAL -,VAL -
2872,0,odefs: a file system interface to an object-oriented database,VAL -,VAL -,1994,semcog: an object-based image retrieval system and its visual query interface,"Wen-Syan Li, K. Selçuk Candan, Kyoji Hirata, Yoshinori Hara",SIGMOD Conference,1997,,
2873,0,Temporal Database System Implementations,VAL -,ACM SIGMOD Record,VAL -,Implementing Database Operations Using SIMD Instructions,"Jingren Zhou, Kenneth A. Ross",SIGMOD Conference,2002,,
2874,0,temporal conditions and integrity constraints in active database systems,VAL -,SIGMOD Conference,1995,solving satisfiability and implication problems in database systems,"Sha Guo, Wei Sun, Mark A. Weiss",ACM Transactions on Database Systems (TODS),1996,,
2875,0,Repositories and Object-Oriented Databases,VAL -,ACM SIGMOD Record,1998,A Logical Foundation for Deductive Object-Oriented Databases,"Mengchi Liu, Gillian Dobbie, Tok Wang Ling",ACM Transactions on Database Systems (TODS),2002,VAL -,VAL -
2876,0,views in a large scale xml repository,"dan vodislav, sophie cluet, pierangelo veltri",vldb,2001,views in a large-scale xml repository,VAL -,VLDB Journal,2002,,
2877,0,Repositories and Object-Oriented Databases,VAL -,ACM SIGMOD Record,1998,Structures for Manipulating Proposed Updates in Object-Oriented Databases,"Michael Doherty, Richard Hull, Mohammed Rupawalla",SIGMOD Conference,1996,VAL -,VAL -
2878,0,idea: interactive data exploration and analysis,VAL -,SIGMOD Conference,1996,devise: integrated querying and visual exploration of large datasets,"M. Livny, R. Ramakrishnan, K. Beyer, G. Chen, D. Donjerkovic, S. Lawande, J. Myllymaki, K. Wenger",VAL -,VAL -,,
2879,0,editor's notes,Jennifer Widom,ACM SIGMOD Record,1995,editorial,Richard Snodgrass,TODS,2001,,
2880,0,querying heterogeneous information sources using source descriptions,"anand rajaraman, alon y. levy, joann j. ordille",VLDB,1996,mind your vocabulary : query mapping across heterogeneous information sources,"chen-chuan k. chang, h&#233;ctor garc&#237;a-molina",VAL -,VAL -,,
2881,0,Processing Complex Aggregate Queries Over Data Streams,"Alin Dobra, Johannes Gehrke, Rajeev Rastogi, Minos N. Garofalakis",SIGMOD Conference,2002,Aggregate-Query Processing in Data Warehousing Environments,VAL -,VLDB,1995,,
2882,0,Dynamic Maintenance of Data Distribution for Selectivity Estimation,"Kyung-Yong Whang, Gio Wiederhold, Sang-Wook Kim",VAL -,1994,Multi-Dimensional Substring Selectivity Estimation,"H. V. Jagadish, Olga Kapitskaia, Raymond T. Ng, Divesh Srivastava",Very Large Data Bases,1999,,
2883,0,Data Management for Earth System Science,VAL -,ACM SIGMOD Record,1997,Lore: A Database Management System for Semistructured Data,"Jason McHugh, Serge Abiteboul, Roy Goldman, Dallas Quass, Jennifer Widom",ACM SIGMOD Record,1997,,
2884,0,Guest Editorial Alon Y. Halevy,VAL -,VLDB Journal,2002,"Guest Editorial Amr El Abbadi, Gunter Schlageter, Kyu-Young Whang",VAL -,VLDB Journal,2001,,
2885,0,Space Optimization in Deductive Databases,"Sudarshan S., Srivastava D., Ramakrishnan R., Naughton J.F.",VAL -,VAL -,Special Issue on Prototypes of Deductive Database Systems,Ramamohanarao K.,VLDB Journal,VAL -,,
2886,0,Storing and Querying Ordered XML Using a Relational Database System,VAL -,SIGMOD Conference,2002,Java and Relational Databases (Tutorial): SQLJ,"Gray Clossman, Phil Shaw, Mark Hapner, Johannes Klein, Richard Pledereder, Brian Becker",International Conference on Management of Data,1998,,
2887,0,sigmod anthology editor's message michael ley,VAL -,ACM SIGMOD Record,VAL -,treasurer's message joachim hammer,Joachim Hammer,ACM SIGMOD Record,2002,,
2888,0,Searching and Mining Fine-Grained Semi-Structured Data,VAL -,VAL -,VAL -,Inferring Structure in Semistructured Data,"Svetlozer Nestorov, Serge Abiteboul, Rajeev Motwani",ACM SIGMOD Record,VAL -,,
2889,0,A Requirement-Based Approach to Data Modeling and Re-engineering,VAL -,VAL -,1994,A New Approach to Developing and Implementing Eager Database Replication Protocols,"Bettina Kemme, Gustavo Alonso",TODS,VAL -,,
2890,1,An Extension of the Relational Data Model to Incorporate Ordered Domains,Wilfred Ng,VAL -,VAL -,An Extension of the Relational Data Model to Incorporate Ordered Domains,Wilfred Ng,ACM Transactions on Database Systems (TODS),2001,,
2891,1,Building Scalable Internet Applications with Oracle8i Server,"Olga Peschansky, José Alberto Fernández, Julie Basu",VLDB,2000,Building Scalable Internet Applications with Oracle8i Server,VAL -,Very Large Data Bases,VAL -,,
2892,0,Free Parallel Data Mining,VAL -,SIGMOD Conference,1998,Scalable Parallel Data Mining for Association Rules,"Eui-Hong Han, George Karypis, Vipin Kumar",International Conference on Management of Data,1997,,
2893,0,Cache-conscious concurrency control of main-memory indexes on shared-memory multiprocessor systems,VAL -,VAL -,VAL -,Concurrency control in hierarchical multidatabase systems,"Sharad Mehrotra, Henry F. Korth, Avi Silberschatz",VLDB Journal,1997,,
